agencyCode,agencyName,currentUII,investmentName,contractPIID,referencePIID,updatedTime
009,"Department of Health and Human Services",009-000461735,"CDC OCIO Communication and Collaboration",47QFSA23F0014,47QYCH18D0042,"2023-09-13 15:53:32"
009,"Department of Health and Human Services",009-000462748,"CMS Electronic Submission of Medical Documentation (ESMD)",75FCMC22C0045,,"2023-09-14 09:22:53"
009,"Department of Health and Human Services",009-000409885,"CMS Encounter Data System Program",GS35F711GA,75FCMC22F0067,"2023-09-14 09:22:53"
009,"Department of Health and Human Services",009-000001555,"CDC PH Monitoring for Environmental Health",00HCUGEB-2022-67878,75D-301-22-C-15184,"2023-09-13 17:58:56"
009,"Department of Health and Human Services",009-000325933,"HRSA - MCHB Performance Management Handbook (MPMH)",75R60222F34025/75R60222Q00237,,"2023-02-21 13:33:05"
009,"Department of Health and Human Services",009-000001474,"CMS Beneficiary e-Services",HHSM500201700002C,,"2023-09-14 09:22:54"
009,"Department of Health and Human Services",009-000325935,"HRSA - ORHP Performance Management Handbook (OPMH)",75R60221D00003,"75R60221D00003 75R60222F34032","2023-09-14 09:24:23"
009,"Department of Health and Human Services",009-000407144,"HRSA - OIT End User Tower",HHSN316201500032W,"75R60223F80040 ","2023-09-14 09:04:33"
009,"Department of Health and Human Services",009-000452872,"AHRQ Comprehensive Unit-Based Safety Program (CUSP) for MRSA",HHSP233201500020I_75P00120F37009,,"2023-09-13 14:33:18"
009,"Department of Health and Human Services",009-000372643,"FDA ORA Office of Criminal Investigations (OCI)"," 75F40120P00025 "," 75F40120P00025 ","2023-02-22 12:24:27"
009,"Department of Health and Human Services",009-000001361,"HRSA - BHW National Practitioner Data Bank (NPDB)",75R60220A00009,75R60223F34008,"2023-09-14 08:47:28"
009,"Department of Health and Human Services",009-000001468,"CMS Healthcare Integrated General Ledger Accounting System (HIGLAS)",HHSN316201200084W,75FCMC22F0061,"2023-09-14 09:22:55"
009,"Department of Health and Human Services",009-000430646,"CMS Medicare Payment Systems Modernization (MPSM)",HHSM500201300012I,75FCMC18F0001,"2023-09-14 09:23:08"
009,"Department of Health and Human Services",009-000001555,"CDC PH Monitoring for Environmental Health",GS00F079CA,,"2023-09-13 17:58:56"
009,"Department of Health and Human Services",009-000281595,"CMS Risk Adjustment Data Collection",GS35F393CA,75FCMC20F0080,"2023-09-14 09:23:10"
009,"Department of Health and Human Services",009-000372643,"FDA ORA Office of Criminal Investigations (OCI)"," 75F40122F80122 "," 75F40122F80122 ","2023-02-22 12:24:27"
009,"Department of Health and Human Services",009-000445581,"CMS Beneficiary Enrollment and Plan Payment for Part C&D Cloud",GS35F393CA,75FCMC20F0080,"2023-09-14 09:22:50"
009,"Department of Health and Human Services",009-000407564,"CMS Central Data Abstraction Tool (CDAT) Modernized",HHSM500201600063I,75FCMC22F0001,"2023-09-14 09:22:51"
009,"Department of Health and Human Services",009-000316503,"CMS MACBIS (Medicaid & CHIP Business Information and Solutions)",75FCMC22C0036,,"2023-09-14 09:23:01"
009,"Department of Health and Human Services",009-000436846,"CMS Enterprise Applications",HHSM500201300016I,HHSM500T0003,"2023-09-13 12:31:27"
009,"Department of Health and Human Services",009-000438846,"CMS Enterprise Delivery Services",47QTCA21D00C5,75FCMC22F0062,"2023-09-13 12:31:27"
009,"Department of Health and Human Services",009-000005314,"FDA OC Unified Registration and Listing System",75F40120A00001,75F40123F19025,"2023-02-22 12:24:26"
009,"Department of Health and Human Services",009-000006273,"CMS Systems Security",75FCMC18D0047,75FCMC19F0010,"2023-09-13 12:31:36"
009,"Department of Health and Human Services",009-000001555,"CDC PH Monitoring for Environmental Health",75D30122F15552,,"2023-09-13 17:58:56"
009,"Department of Health and Human Services",009-000462870,"CMS MAC IT",75FCMC19C0002,,"2023-09-14 09:23:03"
009,"Department of Health and Human Services",009-000402093,"FDA CDER OTS Product Review & Approval",75F40122F80455,HHSN316201200018W,"2023-04-25 16:34:35"
009,"Department of Health and Human Services",009-000316812,"CMS Innovation Core Systems",47QTCA19D00GF,75FCMC21F0033,"2023-09-14 09:23:01"
009,"Department of Health and Human Services",009-000001474,"CMS Beneficiary e-Services",GS35F392DA,75FCMC22F0014,"2023-09-14 09:22:52"
009,"Department of Health and Human Services",009-000462800,"CMS No Surprises & Transparency Act System (NST)",HHSM500201600054I,,"2023-09-14 09:23:07"
009,"Department of Health and Human Services",009-000406264,"CMS Internet Quality Improvement and Evaluation System (iQIES)",47QTCA21D006H,75FCMC23F0035,"2023-09-14 09:23:01"
009,"Department of Health and Human Services",009-000420048,"CMS End User",GS35F506CA,75FCMC19F0057,"2023-09-13 12:31:24"
009,"Department of Health and Human Services",009-000006273,"CMS Systems Security",HHSM500201500261C,,"2023-09-13 12:31:40"
009,"Department of Health and Human Services",009-000461748,"CDC OFR Appian Platform",75D30123F16141,,"2023-09-13 15:14:43"
009,"Department of Health and Human Services",009-000004260,"CMS Drug Claims (DDPS)",75FCMC20C0004,,"2023-09-14 09:22:52"
009,"Department of Health and Human Services",009-000004066,"CMS Enterprise Architecture",HHSM500201600065I,75FCMC19F0001,"2023-09-13 12:31:26"
009,"Department of Health and Human Services",009-000006273,"CMS Systems Security",HHSM500201600083I,HHSM500T0002,"2023-09-13 12:31:35"
009,"Department of Health and Human Services",009-000464801,"HRSA - OGH Management and Information Systems (OGHMIS)",75R60221D00003,"75R60221D00003 IDIQ multiple Task orders","2023-09-14 09:24:22"
009,"Department of Health and Human Services",009-000462800,"CMS No Surprises & Transparency Act System (NST)",HHSM500201600067I,,"2023-09-14 09:23:07"
009,"Department of Health and Human Services",009-000462733,"CMS Enterprise Licenses",75FCMC21F0053,GS35F0128Y,"2023-09-13 12:31:31"
009,"Department of Health and Human Services",009-000462870,"CMS MAC IT",75FCMC22C0037,,"2023-09-14 09:23:05"
009,"Department of Health and Human Services",009-000001474,"CMS Beneficiary e-Services",HHSM500201600034I,75FCMC22F0001,"2023-09-14 09:22:54"
009,"Department of Health and Human Services",009-000402093,"FDA CDER OTS Product Review & Approval",75F40122F80456,HHSN316201200018W,"2023-04-25 16:34:35"
009,"Department of Health and Human Services",009-000325771,"FDA ODT Ashburn Data Center (ADC)",75F40122F80095,1254051,"2023-02-22 11:10:17"
009,"Department of Health and Human Services",009-000436846,"CMS Enterprise Applications",GS35F0119Y,75FCMC20F0071,"2023-09-13 12:31:26"
009,"Department of Health and Human Services",009-000409885,"CMS Encounter Data System Program",HHSM5002016000051,75FCMC22F0001,"2023-09-14 09:22:53"
009,"Department of Health and Human Services",009-000223535,"CDC NCHS National Health Care Surveys",75D30121F12881,HHSD2002016F92237B,"2023-09-13 17:58:53"
009,"Department of Health and Human Services",009-000372643,"FDA ORA Office of Criminal Investigations (OCI)"," 75F40122F80133 "," 75F40122F80133 ","2023-02-22 12:24:27"
009,"Department of Health and Human Services",009-000461732,"CDC OCIO Application",75D30123C16221,HCAJRJ1202373322,"2023-09-13 15:53:31"
009,"Department of Health and Human Services",009-000430646,"CMS Medicare Payment Systems Modernization (MPSM)",75FCMC19A005,75FCMC21F0001,"2023-09-14 09:23:08"
009,"Department of Health and Human Services",009-000316812,"CMS Innovation Core Systems",GS35F161CA,75FCMC22F0003,"2023-09-14 09:23:00"
009,"Department of Health and Human Services",009-000462733,"CMS Enterprise Licenses",75FCMC22F0017,47QTCA18D0081,"2023-09-13 12:31:31"
009,"Department of Health and Human Services",009-000420048,"CMS End User",47QTCA19D00MV,75FCMC22F0085,"2023-09-13 12:31:24"
009,"Department of Health and Human Services",009-000314915,"CMS Enterprise Portal Services (EPS)",HHSM500201700047I,75FMCM22F0001,"2023-09-14 09:22:54"
009,"Department of Health and Human Services",009-000420050,"CMS Data Centers",HHSM500201300017I,HHSM500T0002,"2023-09-13 12:31:23"
009,"Department of Health and Human Services",009-000462870,"CMS MAC IT",HHSM5002015M0032Z,,"2023-09-14 09:23:04"
009,"Department of Health and Human Services",009-000430646,"CMS Medicare Payment Systems Modernization (MPSM)",75FCMC19A0010,75FCMC23F0001,"2023-09-14 09:23:09"
009,"Department of Health and Human Services",009-000462870,"CMS MAC IT",HHSM5002017M0001Z,,"2023-09-14 09:23:04"
009,"Department of Health and Human Services",009-000281595,"CMS Risk Adjustment Data Collection",75P00122A00001,,"2023-09-14 09:23:10"
009,"Department of Health and Human Services",009-000331034,"CDC Natl Ctr For Hiv/aids, Viral Hepatitis, STD, and Scientific Research",0HCVJB2X-2021-58041,0HCVJB2X-2021-58041,"2023-09-13 17:55:42"
009,"Department of Health and Human Services",009-000462734,"CMS Hospital Quality Reporting (HQR 2.0)",HHSM500201600009B,75FCMC21F0002,"2023-09-14 09:22:58"
009,"Department of Health and Human Services",009-000249254,"HRSA - HSB Injury Compensation System",75R60221F80148,75R60221F80148,"2023-09-14 09:24:22"
009,"Department of Health and Human Services",009-000223537,"CDC NCHS Data Support Systems",75D30122P14871,,"2023-09-13 17:55:42"
009,"Department of Health and Human Services",009-000249254,"HRSA - HSB Injury Compensation System",75R60223F80104,75R60223F80104,"2023-09-14 09:24:22"
009,"Department of Health and Human Services",009-000461735,"CDC OCIO Communication and Collaboration",75D30123F16862,,"2023-09-13 15:53:32"
009,"Department of Health and Human Services",009-000000940,"OS ASA Revenue, Invoicing, and Cost Estimation System (PRICES)",75P00121F37001,75P00121A00001,"2023-02-24 09:46:36"
009,"Department of Health and Human Services",009-000006273,"CMS Systems Security",GS00Q09BGD0039,75FCMC18F0068,"2023-09-13 12:31:40"
009,"Department of Health and Human Services",009-000348476,"CMS Quality Improvement Organizations (QIO) Information Systems",47QTCA21D00C5,75FCMC23F0070,"2023-09-14 09:23:06"
009,"Department of Health and Human Services",009-000006273,"CMS Systems Security",GS23F027CA,75FCMC18F0075,"2023-09-13 12:31:38"
009,"Department of Health and Human Services",009-000436846,"CMS Enterprise Applications",GS35F0312U,75FCMC19F0015,"2023-09-13 12:31:27"
009,"Department of Health and Human Services",009-000373698,"HHS Enterprise Human Capital Management (EHCM) Investment",HHSN316201500013W/75P001223F8004,,"2023-07-24 11:53:49"
009,"Department of Health and Human Services",009-000406441,"AHRQ IT Management",HHSN316201500027W,,"2023-09-13 14:20:36"
009,"Department of Health and Human Services",009-000006273,"CMS Systems Security",HHSM500201600065I,75FCMC19F0001,"2023-09-13 12:31:40"
009,"Department of Health and Human Services",009-000461748,"CDC OFR Appian Platform",75D30123F15886,,"2023-09-13 15:14:43"
009,"Department of Health and Human Services",009-000000704,"CMS Enterprise Data and Database Management",HHSN316201200077W,75FCMC21F0061,"2023-09-14 09:22:55"
009,"Department of Health and Human Services",009-000462734,"CMS Hospital Quality Reporting (HQR 2.0)",47QTCA21D00C5,75FCMC23F0070,"2023-09-14 09:22:59"
009,"Department of Health and Human Services",009-000316812,"CMS Innovation Core Systems",HHSM500201600069I,75FCMC18F0002,"2023-09-14 09:23:01"
009,"Department of Health and Human Services",009-000419507,"CMS Identity Management (IDM)",HHSM500201600069I,75FCMC23F0002,"2023-09-14 09:22:59"
009,"Department of Health and Human Services",009-000314915,"CMS Enterprise Portal Services (EPS)",GS35F0312U,75FCMC19F0015,"2023-09-14 09:22:53"
009,"Department of Health and Human Services",009-000314914,"CMS Master Data Management (MDM)",75FCMC21F0019,GS35F0590W,"2023-09-14 09:23:02"
009,"Department of Health and Human Services",009-000406264,"CMS Internet Quality Improvement and Evaluation System (iQIES)",HHSM500201600011B,75FCMC20F0003,"2023-09-14 09:23:00"
009,"Department of Health and Human Services",009-000006273,"CMS Systems Security",HHSM500201600015I,75FCMC20F0004,"2023-09-13 12:31:39"
009,"Department of Health and Human Services",009-000462800,"CMS No Surprises & Transparency Act System (NST)",HHSM500201600054I,,"2023-09-14 09:23:07"
009,"Department of Health and Human Services",009-000412874,"CDC NCHS Healthcare Electronic Health Records",75D30122F15721,75D30120A08214,"2023-09-13 17:55:42"
009,"Department of Health and Human Services",009-000006273,"CMS Systems Security",HHSM500201600027I,75FCMC20F0002,"2023-09-13 12:31:35"
009,"Department of Health and Human Services",009-000223537,"CDC NCHS Data Support Systems",75D30122F15745,,"2023-09-13 17:55:42"
009,"Department of Health and Human Services",009-000001408,"NIH ES Business Intelligence System (NBIS)","HHSN27600017 ",HHSN316201200018W/75N97023F00001,"2023-09-13 17:23:47"
009,"Department of Health and Human Services",009-000430646,"CMS Medicare Payment Systems Modernization (MPSM)",GS35F0590W,75FCMC21F0019,"2023-09-14 09:23:08"
009,"Department of Health and Human Services",009-000316811,"CMS Healthcare Web Support",47QTCA19D001U,75FCMC20F0040,"2023-09-14 09:22:58"
009,"Department of Health and Human Services",009-000438846,"CMS Enterprise Delivery Services",GS-35F-116A,75FCMC22F0131,"2023-09-13 12:31:29"
009,"Department of Health and Human Services",009-000406441,"AHRQ IT Management",75Q80123P00005,,"2023-09-13 14:20:36"
009,"Department of Health and Human Services",009-000436846,"CMS Enterprise Applications",GS35F393CA,75FCMC20F0080,"2023-09-13 12:31:27"
009,"Department of Health and Human Services",009-000406264,"CMS Internet Quality Improvement and Evaluation System (iQIES)",HHSN316201200098W,75FCMC21F0029,"2023-09-14 09:23:00"
009,"Department of Health and Human Services",009-004230120,"HRSA - OIT Enterprise Data Science and Analytics Platform (HEDSAP)",75R60222A00033,"Call Order #1","2023-09-14 09:24:23"
009,"Department of Health and Human Services",009-000316812,"CMS Innovation Core Systems",GS35F192BA,75FCMC22F0036,"2023-09-14 09:23:01"
009,"Department of Health and Human Services",009-000433866,"CMS SalesForce (AKA: Agency Shared Services)",47QTCA19D001G,75FCMC22F0030,"2023-09-13 12:31:28"
009,"Department of Health and Human Services",009-000461735,"CDC OCIO Communication and Collaboration","SPR1081/PR76279 ",,"2023-09-13 15:53:32"
009,"Department of Health and Human Services",009-000430646,"CMS Medicare Payment Systems Modernization (MPSM)",75FCMC18D0047,75FCMC19F0010,"2023-09-14 09:23:06"
009,"Department of Health and Human Services",009-000004252,"HRSA - OO Integrated Resource Management System (IRMS)",75R60222F80097,,"2023-09-14 09:24:23"
009,"Department of Health and Human Services",009-000281783,"CMS Accountable Care Organization",HHSM500201600069I,75FCMC18F000I,"2023-09-14 09:22:49"
009,"Department of Health and Human Services",009-000462870,"CMS MAC IT",75FCMC20C0025,,"2023-09-14 09:23:04"
009,"Department of Health and Human Services",009-000005314,"FDA OC Unified Registration and Listing System",75F40120A00001,75F40123F19025,"2023-02-22 12:24:26"
009,"Department of Health and Human Services",009-000457783,"CMS EQRS (ESRD Quality Reporting System)",HHSM500201600070I,75FCMC19F0004,"2023-09-14 09:22:56"
009,"Department of Health and Human Services",009-000006273,"CMS Systems Security",GS06F0653Z,HHSM500201700016G,"2023-09-13 12:31:37"
009,"Department of Health and Human Services",009-000316811,"CMS Healthcare Web Support",75N98120D00007,75FCMC22F0024,"2023-09-14 09:22:58"
009,"Department of Health and Human Services",009-000316811,"CMS Healthcare Web Support",47QSWA18D008F,75FCMC23F0027,"2023-09-14 09:22:59"
009,"Department of Health and Human Services",009-000430646,"CMS Medicare Payment Systems Modernization (MPSM)",HHSM500201700008B,75FCMC21F0069,"2023-09-14 09:23:07"
009,"Department of Health and Human Services",009-000331034,"CDC Natl Ctr For Hiv/aids, Viral Hepatitis, STD, and Scientific Research",00HCVJCC-2022-68129,00HCVJCC-2022-68129,"2023-09-13 17:55:43"
009,"Department of Health and Human Services",009-000402093,"FDA CDER OTS Product Review & Approval",75F40120F19008,75F40119A10019,"2023-04-25 16:34:35"
