agencyCode,agencyName,currentUII,investmentName,investmentType,ratedDate,cioRating,comment,latestIndicator,updatedTime
019,"Department of Energy",019-000001961,"SWPA IT Security & Compliance","Standard IT Investments",2023-04-28,5,"The CIO rating has been updated to reflect the risk level of the investment based on the updated DOE CIO scoring methodology. This score is rated 5-Green as it has met the five required scoring criterias. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",Y,"2023-05-01 10:18:10"
019,"Department of Energy",019-000001955,"IM IT Services End User Support","Standard IT Investments",2022-04-21,5,"The CIO rating has been updated to reflect the risk level of the investment based on the DOE CIO scoring methodology. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2022-04-22 12:51:43"
019,"Department of Energy",019-000001122,"EM SR Contractor Business Financial and Administrative Systems (CBFAS)","Major IT Investments",2023-05-26,3,"The CIO rating for this investment changed due to having a project with a schedule variance.",N,"2023-05-26 15:27:27"
019,"Department of Energy",019-000002670,"SC Office of Science ORISE Data Center and Cloud","Standard IT Investments",2023-04-28,5,"The CIO rating has been updated to reflect the risk level of the investment based on the updated DOE CIO scoring methodology. This score is rated 5-Green as it has met the five required scoring criterias. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",Y,"2023-05-01 10:18:09"
019,"Department of Energy",019-000002067,"NNSA CNS M&O Network","Standard IT Investments",2021-07-29,5,"The CIO rating has been updated to reflect the risk level of the investment based on the DOE CIO scoring methodology. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2021-09-21 17:23:20"
019,"Department of Energy",019-000002656,"SC Office of Science Fed Output","Standard IT Investments",2021-06-30,5,"The CIO rating has been updated to reflect the risk level of the investment based on the DOE CIO scoring methodology. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2021-09-21 14:45:14"
019,"Department of Energy",019-000000219,"EM ICP Software Engineering","Standard IT Investments",2022-04-21,5,"The CIO rating has been updated to reflect the risk level of the investment based on the DOE CIO scoring methodology. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2022-04-26 14:12:57"
019,"Department of Energy",019-000002655,"SC Office of Science Fed IT Management","Standard IT Investments",2023-04-28,5,"The CIO rating has been updated to reflect the risk level of the investment based on the updated DOE CIO scoring methodology. This score is rated 5-Green as it has met the five required scoring criterias. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",Y,"2023-05-01 10:18:08"
019,"Department of Energy",019-000000571,"FECM NETL Telecommunications Systems and Support","Standard IT Investments",2023-04-28,5,"The CIO rating has been updated to reflect the risk level of the investment based on the updated DOE CIO scoring methodology. This score is rated 5-Green as it has met the five required scoring criterias. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",Y,"2023-05-01 10:17:59"
019,"Department of Energy",019-000002771,"EM LA Network","Standard IT Investments",2022-04-21,4,"The CIO rating has been updated to reflect the risk level of the investment based on the DOE CIO scoring methodology. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2022-04-26 14:12:57"
019,"Department of Energy",019-000002209,"EM PPPO IT Management","Standard IT Investments",2022-04-21,4,"The CIO rating has been updated to reflect the risk level of the investment based on the DOE CIO scoring methodology. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2022-04-26 14:20:40"
019,"Department of Energy",019-000002457,"NNSA CNS M&O Output","Standard IT Investments",2021-07-29,5,"The CIO rating has been updated to reflect the risk level of the investment based on the DOE CIO scoring methodology. This investment will be monitored regularly during monthly reviews to check investment performance as well as the overall risk status. Updates to the CIO risk rating will be made as needed.",N,"2021-09-21 14:45:14"
019,"Department of Energy",019-000001893,"IM IT Security and Compliance","Standard IT Investments",2023-04-28,3,"The CIO rating has been updated to reflect the risk level of the investment based on the updated DOE CIO scoring methodology. This score is rated 3-Yellow due to a high risk score. This investment will be monitored semi-annually to check investment overall risk status. Updates to the CIO risk rating will be made as needed during the during the Pre-Descional and President's IT budget submissions.",Y,"2023-05-01 10:17:59"
