agencyCode,agencyName,budgetAccountCode,budgetAccountName,fiscalYear,fundingType,amount
020,"Environmental Protection Agency",020-00-0112-0,"Office of Inspector General",2023,"Funding Total",0.726001
020,"Environmental Protection Agency",020-00-0107-0,"Science and Technology",2023,"CIO Authority",74.665008
020,"Environmental Protection Agency",020-00-0107-0,"Science and Technology",2023,"Budget Authority",74.638006
020,"Environmental Protection Agency",020-00-0107-0,"Science and Technology",2023,"Funding Total",74.665008
020,"Environmental Protection Agency",020-00-8153-0,"Leaking Underground Storage Tank Trust Fund",2023,"CIO Authority",0.301009
020,"Environmental Protection Agency",020-00-8153-0,"Leaking Underground Storage Tank Trust Fund",2023,"Budget Authority",0.301009
020,"Environmental Protection Agency",020-00-8153-0,"Leaking Underground Storage Tank Trust Fund",2023,"Funding Total",0.301009
020,"Environmental Protection Agency",020-00-0108-0,"Environmental Programs and Management",2023,"CIO Authority",284.897013
020,"Environmental Protection Agency",020-00-0108-0,"Environmental Programs and Management",2023,"Budget Authority",284.897013
020,"Environmental Protection Agency",020-00-0108-0,"Environmental Programs and Management",2023,"Funding Total",285.214013
020,"Environmental Protection Agency",020-00-0250-0,"Payment to the Hazardous Substance Superfund",2023,"CIO Authority",63.997999
020,"Environmental Protection Agency",020-00-0250-0,"Payment to the Hazardous Substance Superfund",2023,"Budget Authority",63.997999
020,"Environmental Protection Agency",020-00-0250-0,"Payment to the Hazardous Substance Superfund",2023,"Funding Total",63.997999
020,"Environmental Protection Agency",020-00-0103-0,"State and Tribal Assistance Grants",2023,"CIO Authority",1.722001
020,"Environmental Protection Agency",020-00-0103-0,"State and Tribal Assistance Grants",2023,"Budget Authority",1.722001
020,"Environmental Protection Agency",020-00-0103-0,"State and Tribal Assistance Grants",2023,"Funding Total",1.722001
020,"Environmental Protection Agency",020-00-0110,"Buildings and Facilities",2023,"CIO Authority",0
020,"Environmental Protection Agency",020-00-0110,"Buildings and Facilities",2023,"Budget Authority",0
020,"Environmental Protection Agency",020-00-0110,"Buildings and Facilities",2023,"Funding Total",0
020,"Environmental Protection Agency",020-00-0108-0,"Environmental Programs and Management",2024,"CIO Authority",324.6159
020,"Environmental Protection Agency",020-00-0108-0,"Environmental Programs and Management",2024,"Budget Authority",329.7857
020,"Environmental Protection Agency",020-00-0108-0,"Environmental Programs and Management",2024,"Funding Total",330.3219
020,"Environmental Protection Agency",020-00-0107-0,"Science and Technology",2024,"CIO Authority",0.084
020,"Environmental Protection Agency",020-00-0107-0,"Science and Technology",2024,"Budget Authority",84.564
020,"Environmental Protection Agency",020-00-0107-0,"Science and Technology",2024,"Funding Total",84.8005
020,"Environmental Protection Agency",020-00-0250-0,"Payment to the Hazardous Substance Superfund",2024,"CIO Authority",44.8004
020,"Environmental Protection Agency",020-00-0250-0,"Payment to the Hazardous Substance Superfund",2024,"Budget Authority",72.458
020,"Environmental Protection Agency",020-00-0250-0,"Payment to the Hazardous Substance Superfund",2024,"Funding Total",44.8004
020,"Environmental Protection Agency",020-00-4330-0,"Hazardous Waste Electronic Manifest System Fund",2024,"CIO Authority",0
020,"Environmental Protection Agency",020-00-4330-0,"Hazardous Waste Electronic Manifest System Fund",2024,"Budget Authority",0.021
020,"Environmental Protection Agency",020-00-4330-0,"Hazardous Waste Electronic Manifest System Fund",2024,"Funding Total",4.4889
020,"Environmental Protection Agency",020-00-5374-0,"Pesticide Registration Fund",2024,"CIO Authority",0
020,"Environmental Protection Agency",020-00-5374-0,"Pesticide Registration Fund",2024,"Budget Authority",0
020,"Environmental Protection Agency",020-00-5374-0,"Pesticide Registration Fund",2024,"Funding Total",6
020,"Environmental Protection Agency",020-00-0103-0,"State and Tribal Assistance Grants",2024,"CIO Authority",1.9159
020,"Environmental Protection Agency",020-00-0103-0,"State and Tribal Assistance Grants",2024,"Budget Authority",1.9159
020,"Environmental Protection Agency",020-00-0103-0,"State and Tribal Assistance Grants",2024,"Funding Total",1.9159
020,"Environmental Protection Agency",020-00-8153-0,"Leaking Underground Storage Tank Trust Fund",2024,"CIO Authority",0.6272
020,"Environmental Protection Agency",020-00-8153-0,"Leaking Underground Storage Tank Trust Fund",2024,"Budget Authority",0.508
020,"Environmental Protection Agency",020-00-8153-0,"Leaking Underground Storage Tank Trust Fund",2024,"Funding Total",0.6272
020,"Environmental Protection Agency",020-00-8221-0,"Inland Oil Spill Programs",2024,"CIO Authority",5.8558
020,"Environmental Protection Agency",020-00-8221-0,"Inland Oil Spill Programs",2024,"Budget Authority",3.2385
020,"Environmental Protection Agency",020-00-8221-0,"Inland Oil Spill Programs",2024,"Funding Total",5.8558
020,"Environmental Protection Agency",020-00-0112-0,"Office of Inspector General",2024,"CIO Authority",0.9589
020,"Environmental Protection Agency",020-00-0112-0,"Office of Inspector General",2024,"Budget Authority",1.2296
020,"Environmental Protection Agency",020-00-0112-0,"Office of Inspector General",2024,"Funding Total",1.1829
020,"Environmental Protection Agency",020-00-0110,"Buildings and Facilities",2024,"CIO Authority",0
020,"Environmental Protection Agency",020-00-0110,"Buildings and Facilities",2024,"Budget Authority",0
020,"Environmental Protection Agency",020-00-0110,"Buildings and Facilities",2024,"Funding Total",0
019,"Department of Energy",019-20-0233-0,"SPR Petroleum Account",2020,"CIO Authority",0
019,"Department of Energy",019-20-0233-0,"SPR Petroleum Account",2020,"Budget Authority",0
019,"Department of Energy",019-20-0233-0,"SPR Petroleum Account",2020,"Funding Total",0.517
019,"Department of Energy",019-20-0350-0,"Tribal Energy Loan Guarantee Program",2020,"CIO Authority",0
019,"Department of Energy",019-20-0350-0,"Tribal Energy Loan Guarantee Program",2020,"Budget Authority",0
019,"Department of Energy",019-20-0350-0,"Tribal Energy Loan Guarantee Program",2020,"Funding Total",0.216
019,"Department of Energy",019-05-0313-0,"Federal Salaries and Expenses",2020,"CIO Authority",0
019,"Department of Energy",019-05-0313-0,"Federal Salaries and Expenses",2020,"Budget Authority",0
019,"Department of Energy",019-05-0313-0,"Federal Salaries and Expenses",2020,"Funding Total",2.899256
019,"Department of Energy",019-60-4563-0,"Working Capital Fund",2020,"CIO Authority",0
019,"Department of Energy",019-60-4563-0,"Working Capital Fund",2020,"Budget Authority",0
019,"Department of Energy",019-60-4563-0,"Working Capital Fund",2020,"Funding Total",79.382408
019,"Department of Energy",019-60-0228-0,"Departmental Administration",2020,"CIO Authority",0
019,"Department of Energy",019-60-0228-0,"Departmental Administration",2020,"Budget Authority",0
019,"Department of Energy",019-60-0228-0,"Departmental Administration",2020,"Funding Total",262.703368
019,"Department of Energy",019-20-2250-0,"Cybersecurity, Energy Security, and Emergency Response",2020,"CIO Authority",0
019,"Department of Energy",019-20-2250-0,"Cybersecurity, Energy Security, and Emergency Response",2020,"Budget Authority",0
019,"Department of Energy",019-20-2250-0,"Cybersecurity, Energy Security, and Emergency Response",2020,"Funding Total",3.81
019,"Department of Energy",019-50-5068-0,"Construction, Rehabilitation, Operation and Maintenance, Western Area Power Administration",2020,"CIO Authority",0
019,"Department of Energy",019-50-5068-0,"Construction, Rehabilitation, Operation and Maintenance, Western Area Power Administration",2020,"Budget Authority",0
019,"Department of Energy",019-50-5068-0,"Construction, Rehabilitation, Operation and Maintenance, Western Area Power Administration",2020,"Funding Total",72.457766
019,"Department of Energy",019-20-5369-0,"Northeast Home Heating Oil Reserve",2020,"CIO Authority",0
019,"Department of Energy",019-20-5369-0,"Northeast Home Heating Oil Reserve",2020,"Budget Authority",0
019,"Department of Energy",019-20-5369-0,"Northeast Home Heating Oil Reserve",2020,"Funding Total",0.323
019,"Department of Energy",019-50-0303-0,"Operation and Maintenance, Southwestern Power Administration",2020,"CIO Authority",0
019,"Department of Energy",019-50-0303-0,"Operation and Maintenance, Southwestern Power Administration",2020,"Budget Authority",0
019,"Department of Energy",019-50-0303-0,"Operation and Maintenance, Southwestern Power Administration",2020,"Funding Total",6.663719
019,"Department of Energy",019-20-0222-0,Science,2020,"CIO Authority",0
019,"Department of Energy",019-20-0222-0,Science,2020,"Budget Authority",0
019,"Department of Energy",019-20-0222-0,Science,2020,"Funding Total",398.761517
019,"Department of Energy",019-20-0315-0,"Non-defense Environmental Cleanup",2020,"CIO Authority",0
019,"Department of Energy",019-20-0315-0,"Non-defense Environmental Cleanup",2020,"Budget Authority",0
019,"Department of Energy",019-20-0315-0,"Non-defense Environmental Cleanup",2020,"Funding Total",6.566959
019,"Department of Energy",019-60-0351-0,"International Affairs",2020,"CIO Authority",0
019,"Department of Energy",019-60-0351-0,"International Affairs",2020,"Budget Authority",0
019,"Department of Energy",019-60-0351-0,"International Affairs",2020,"Funding Total",0.036572
019,"Department of Energy",019-20-0224-0,"Energy Supply and Conservation",2020,"CIO Authority",0
019,"Department of Energy",019-20-0224-0,"Energy Supply and Conservation",2020,"Budget Authority",0
019,"Department of Energy",019-20-0224-0,"Energy Supply and Conservation",2020,"Funding Total",0.039758
019,"Department of Energy",019-50-0302-0,"Operation and Maintenance, Southeastern Power Administration",2020,"CIO Authority",0
019,"Department of Energy",019-50-0302-0,"Operation and Maintenance, Southeastern Power Administration",2020,"Budget Authority",0
019,"Department of Energy",019-50-0302-0,"Operation and Maintenance, Southeastern Power Administration",2020,"Funding Total",2.778
019,"Department of Energy",019-10-0251-0,"Defense Environmental Cleanup",2020,"CIO Authority",0
019,"Department of Energy",019-10-0251-0,"Defense Environmental Cleanup",2020,"Budget Authority",0
019,"Department of Energy",019-10-0251-0,"Defense Environmental Cleanup",2020,"Funding Total",232.644327
019,"Department of Energy",019-50-4045-0,"Bonneville Power Administration Fund",2020,"CIO Authority",0
019,"Department of Energy",019-50-4045-0,"Bonneville Power Administration Fund",2020,"Budget Authority",0
019,"Department of Energy",019-50-4045-0,"Bonneville Power Administration Fund",2020,"Funding Total",0.113977
019,"Department of Energy",019-20-0216-0,"Energy Information Administration",2020,"CIO Authority",0
019,"Department of Energy",019-20-0216-0,"Energy Information Administration",2020,"Budget Authority",0
019,"Department of Energy",019-20-0216-0,"Energy Information Administration",2020,"Funding Total",18.012858
019,"Department of Energy",019-20-0213-0,"Fossil Energy and Carbon Management",2020,"CIO Authority",0
019,"Department of Energy",019-20-0213-0,"Fossil Energy and Carbon Management",2020,"Budget Authority",0
019,"Department of Energy",019-20-0213-0,"Fossil Energy and Carbon Management",2020,"Funding Total",50.600499
019,"Department of Energy",019-05-0314-0,"Naval Reactors",2020,"CIO Authority",0
019,"Department of Energy",019-05-0314-0,"Naval Reactors",2020,"Budget Authority",0
019,"Department of Energy",019-05-0314-0,"Naval Reactors",2020,"Funding Total",0.036347
019,"Department of Energy",019-20-0208-0,"Title 17 Innovative Technology Loan Guarantee Program",2020,"CIO Authority",0
019,"Department of Energy",019-20-0208-0,"Title 17 Innovative Technology Loan Guarantee Program",2020,"Budget Authority",0
019,"Department of Energy",019-20-0208-0,"Title 17 Innovative Technology Loan Guarantee Program",2020,"Funding Total",4.07
